license,breed,color,name,zip,expiry,created_at,updated_at
Dog Lifetime Neutered Male,BEDLINGTON TERRIER,BLUE,RILEY,15238,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,ENG SPRINGER SPANIE,WHITE/BLACK/BROWN,MISTY,15146,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Senior Lifetime Neutered Male,BEAGLE MIX,BRINDLE,COOPER,15236,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,MIXED,MULTI,COOKIE,15122,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Senior Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,RUSTY,15071,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,ROTTWEILER,BLACK/BROWN,SWEET PEA,15030,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,CHIHUAHUA,BROWN,RIBBITT,15014,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,GER SHEPHERD MIX,TAN,GUS,15234,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,COTON DE TULEAR,BLACK,BAILEY,15044,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Male,AM PIT BULL TERRIER,WHITE,SERGE,15120,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,BEAGLE MIX,WHITE,SCOOTER,15122,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,HARLEY,15122,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,MALTESE,WHITE,BENJI,16046,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,FRENCH BULLDOG,CREAM,RIPLEY,15229,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,MIXED,WHITE/BLACK,CODY,15209,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,MIXED,WHITE/BLACK/BROWN,EMMA,15084,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,BORD COLLIE MIX,BLACK WITH WHITE,VENUS,15133,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Senior Lifetime Spayed Female,MIXED,WHITE/BROWN,FAITH,15025,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,COLLIE MIX,WHITE/RED,MISO,15143,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Senior Lifetime Neutered Male,SHIH TZU MIX,BROWN,COOPER,15147,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,GOLDENDOODLE,CREAM,ROSIE,15101,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,BEAGLE,WHITE/YELLOW,SPARKY,15106,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,CAIRN TERRIER,BLACK,TOBEY,15210,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,YORKSHIRE TERR MIX,WHITE/TAN,BUDDY,15146,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,BROWN,BENTLEY,15122,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Senior Lifetime Male,SHIH TZU,WHITE/BLACK,JAKE,15132,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Senior Lifetime Spayed Female,POODLE TOY,WHITE,TURVY,15227,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Female,SHIH TZU,WHITE,BEAUTY,15220,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,MIXED,TAN,PEACHES,15122,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,AM PIT BULL TERRIER,BRINDLE,CLEO,15237,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,AM PIT BULL TERRIER,BRINDLE,LILLIE,15237,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,BEAGLE,TRI-COLOR,ROONEY,15223,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Senior Lifetime Neutered Male,BEAGLE MIX,TRI-COLOR,OREO,15075,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,MIN PINSCHER,RED,BAXTER,15108,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Senior Lifetime Spayed Female,SHETLAND SHEEPDOG,SPOTTED,ABBY,15237,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,MIXED,WHITE/BLACK,ZIGGY STARDUST JOYCE,15044,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Senior Lifetime Spayed Female,POODLE TOY,WHITE,TURVY,15227,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Inter County Transfer - Lifetime,POODLE TOY,WHITE,TURVY,15102,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Senior Lifetime Spayed Female,POODLE TOY,BLACK,TOPSY,15227,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Inter County Transfer - Lifetime,POODLE TOY,BLACK,TOPSY,15102,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,BOXER,WHITE,BRODY,15088,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,MIXED,WHITE/BLACK/BROWN,SASHA,15035,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,BOXER,WHITE/BROWN,SOZAY,15235,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,GREAT DANE,OTHER,ROSIE,15202,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Female,LABRADOR RETRIEVER,BROWN,MOCHA,15236,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,SHETLAND SHEEPDOG,SABLE/WHITE,ANNIE,15221,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,MIXED,BLACK/TAN,MNEUMAN,15108,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,WELSH CORGI PEMBROK,SABLE,FUDGE,15236,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,YORKSHIRE TERRIER,BLACK/BROWN,CHANCE,15133,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,YORKSHIRE TERRIER,BLACK/BROWN,PARKER,15133,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,DACHSHUND,BROWN,GINGER,15101,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,AUS SHEPHERD,OTHER,MADDOX,15215,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,MIXED,BLACK/BROWN,LUCY,15235,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,MIXED,WHITE/BLACK/BROWN,DAKOTA,15235,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,BOXER,BROWN,ZOE,15146,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Inter County Transfer - Lifetime,MIXED,WHITE/TAN,SNICKERS,15044,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,MIXED,TAN,JACKSON,15137,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,MIXED,BLACK/BROWN,LADY,15133,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,MIXED,TAN,NINA,15133,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,MIXED,WHITE/BLACK/BROWN,KAOS,15239,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,MIXED,BLACK,BEAR,15126,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,PARSON RUSSELL TERR,WHITE/TAN,ISABELLA,15147,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,PARSON RUSSELL TERR,WHITE/BROWN,NICO,15147,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Senior Lifetime Spayed Female,YORKSHIRE TERRIER,BLACK/BROWN,BUTTONS,15035,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,MIXED,GOLD,MOLLY,15209,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BROWN,MAXWELL,15209,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Inter County Transfer - Lifetime,MIXED,BROWN,MORRISON,15129,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Male,LABRADOR RETRIEVER,BLACK,TUCKER,15239,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,COCKER SPANIEL,WHITE/BLACK,ALI OLIVER,15044,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,SABLE,15135,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,MIXED,CREAM,ANGEL,15202,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Male,LABRADOR RETRIEVER,YELLOW,TANNER,15209,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,CHOCOLATE,BELLA,15120,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,CHOCOLATE,BAILY,15120,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,MIXED,BLACK,SYDNEY,15237,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,MIXED,BLACK,RAVEN,15237,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,MIXED,BLACK,SUMMER,15237,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,COLLIE,SABLE/WHITE,CALLE,15239,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,MIXED,GOLD/RED,GINGER,15071,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Senior Lifetime Neutered Male,DACHSHUND,BROWN,SMOKEY,15133,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Senior Lifetime Spayed Female,MIXED,WHITE/BLACK/BROWN,CUDDLES,15024,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,HAVANESE,BLACK,LATTE,15090,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Senior Lifetime Neutered Male,MIXED,WHITE/BLACK,NICKY,15145,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Male,MIXED,TAN,DEBO,15227,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,DACHSHUND,RED,OSCAR,15146,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,MIXED,BLACK/BROWN,RALPHIE,15146,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Male,BOXER,MULTI,BRUISER,15235,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Female,BOXER,MULTI,ANGIE,15235,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,WELSH TERRIER,BROWN,MOLLY,15037,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,MIXED,SPOTTED,MISSY,15132,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,MIXED,BLACK/BROWN,PRINCESS,15106,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,DOBERMAN PINSCHER,BLACK,NIKKI,15044,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,TAG,WHITE/BLACK,PENNY,15108,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Senior Lifetime Neutered Male,W HGHLND WH TERRIER,WHITE,LUCKY,15239,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Male,VIZSLA,GOLD/RED,ANDY,15090,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,BOXER,BROWN,DUSTY,15237,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Female,COCKAPOO,WHITE,SAMANTHA,15215,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,WEIMARANER,GREY,BLAZE,15122,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,SHETLAND SHEEPDOG,BLUE,PARKER,15120,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,BOXER,WHITE/BROWN,DAISY,15229,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Female,BEAGLE,WHITE/BLACK/BROWN,SASIE,15145,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Senior Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,DEACIB,15235,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Inter County Transfer - Lifetime,BRITTANY SPANIEL,WHITE/APRICOT,AUTUMN,15218,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,BEAGLE,MULTI,TRACKER,15229,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Senior Lifetime Spayed Female,MIXED,WHITE/BLACK,MISTI,15137,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,BEAGLE,WHITE/BLACK/BROWN,BRUTUS,15205,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,BEAGLE,WHITE/BLACK/BROWN,BUDDIE,15205,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,ROTTWEILER,BLACK/BROWN,LAMBERT GOTTI RAPP,15229,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,MYA GRALEWSKI,15237,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,MALTESE MIX,BLACK,THEODORE BEAR,15045,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,BORD COLLIE,WHITE/BROWN,RUBY ROSE,15202,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,COCKAPOO,WHITE/BLACK,MOOGIE,15237,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Male,GER SHEPHERD,BLACK/BROWN,BUDDY,15126,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,GER SHEPHERD,BLACK/BROWN,SOPHIE,15090,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,REDBONE COONHOUND,WHITE/TAN,DIXIE,15122,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,MORKIE,WHITE/TAN,MAGGIE,15146,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,SHETLAND SHEEPDOG,WHITE/BLACK/BROWN,MOWGLI,15216,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,BRITTANY SPANIEL,ORANGE/WHITE,JOSEY,15235,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,SCOTTISH TERRIER,BLACK,ANGUS,15227,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Senior Lifetime Neutered Male,AUS CATTLE DOG,WHITE/BLACK,MIDI,15228,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Senior Lifetime Spayed Female,AUS CATTLE DOG,CREAM,AURORA,15228,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Senior Lifetime Spayed Female,BORD COLLIE MIX,BLACK/BROWN,SHELBY,15108,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,BEAGLE MIX,FAWN,BELLA,15037,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Senior Lifetime Spayed Female,OLD ENG SHEEPDOG,WHITE/GREY,OLIVER,15034,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,TERRIER MIX,WHITE/BLACK,LYDIA MARIE,15024,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,PUG,FAWN,KHLOE,15017,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,COLLIE MIX,TRI-COLOR,LACEY,15132,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Senior Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,MAX,15227,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,POMERANIAN,SABLE,JULIETTE,15239,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,SHIH TZU,WHITE/BROWN,LUCY,15221,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,GER SHORTHAIR POINT,WHITE/LIVER,LENA,15133,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,MIXED,WHITE/BROWN,LIBBY,15239,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Senior Lifetime Spayed Female,COCKER SPANIEL,BUFF,PRINCESS,15088,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,MIXED,WHITE/BLACK,TOMILN,15202,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,BORD COLLIE,WHITE/BLACK,GRACIE,15068,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,FRENCH BULLDOG,CREAM,SHADOW,15135,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,AUS CATTLE DOG,BLUE,MOLLY,15014,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,GER SHEPHERD,BLACK/TAN,AJA,15143,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,MIXED,BROWN,TULLY ROY,15227,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,CHINESE SHAR-PEI,BLACK/BROWN,HUGO,15218,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,YORKSHIRE TERRIER,BLACK/BROWN,FRANKLYN,15229,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,MIXED,BLACK/BROWN,SADIE,15243,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Senior Lifetime Spayed Female,GOLDENDOODLE,BLACK,SOPHIE,15101,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Senior Lifetime Spayed Female,PAPILLON,MULTI,LUCY FISHER,15122,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,BEAGLE MIX,TRI-COLOR,GRACIE,15044,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,AM STAFF TERRIER,BROWN,VISTA,15136,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,COLLIE,BLUE,GIBBS,15025,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,BLONDE,CHAMP,15025,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,FOX TERRIER WIRE,TAN,CHIPPER,15122,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,MIXED,BLACK/BROWN,JENNY,15136,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Senior Lifetime Spayed Female,MALTESE,WHITE,MOLLY,15068,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,WEIMARANER,SILVER,GRACIE,15122,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,COCKER SPANIEL,WHITE/BLACK,MAXWELL,15101,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,DOBERMAN PINSCHER,BLACK/TAN,BELLA,15108,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,GR SWISS MTN DOG,WHITE/BLACK/BROWN,PANDA BEAR,15129,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,SHEPHERD MIX,BLACK/BROWN,SASHA,15025,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,MIXED,BLACK,NIKO,15025,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Senior Lifetime Neutered Male,YORKSHIRE TERRIER,BLACK/SILVER,WEBSTER,15137,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,LAB MIX,WHITE/BROWN,RIBBONS,15202,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,YORKSHIRE TERR MIX,BLACK/BROWN,TUCKER,15037,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,YORKSHIRE TERRIER,BLACK/BROWN,TURNER,15037,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Senior Lifetime Neutered Male,COCKER SPANIEL,BLACK,PRINCE,15045,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Male,BRITTANY SPANIEL,ORANGE/WHITE,TRAVIS,15137,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,DOBERMAN MIX,BLACK/TAN,REGGIE,15037,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,HOUND MIX,BLACK/TAN,REESE,15037,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,GREYHOUND,BLACK,ISABELL,15045,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,BICHON FRISE,WHITE,NIKKI,15147,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,BICHON FRISE,WHITE,WILLOW,15147,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,COCKER SPANIEL,BLACK,LEROY,15212,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Senior Lifetime Neutered Male,JAPANESE CHIN,BLACK,KEIKO,15229,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,BEAGLE MIX,WHITE/BLACK/BROWN,MADISON II,15205,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Male,LABRADOR RETRIEVER,BROWN,RANGER,15235,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Female,ROTTWEILER,BLACK/BROWN,JADA KISS,15202,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,DIXIE,15137,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,POMERANIAN,BLACK,SHADOW,15235,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,SNICKERS,15137,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,DACHSHUND,SPOTTED,JASPER,15129,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Senior Lifetime Spayed Female,LABRADOR RETRIEVER,BROWN,LUCIA,15135,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Senior Lifetime Spayed Female,RHODESIAN RIDGEBACK,BROWN,MIA,15135,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,CHIHUAHUA,WHITE/TAN,SAMMY,15229,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Senior Lifetime Neutered Male,POODLE STANDARD,WHITE,BEAMER,15101,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,AUS SHEPHERD,BLONDE,CALLIE,15146,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,ENG SETTER,WHITE/BLACK,MASON,15215,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,BECKHAM,15238,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,BOSTON TERRIER,WHITE/BLACK,ZEKE,15044,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,MIXED,BLACK,SOFIE,15241,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,TAG,SPOTTED,DUKE HOLDERMAN,15090,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,MIXED,BLACK/BROWN,TIGGER,15239,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Senior Lifetime Spayed Female,SHETLAND SHEEPDOG,SABLE,CHELSEY,15202,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,MIXED,BLACK/BROWN,LAYLA,15122,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,ENGLISH MASTIFF,FAWN,KOBE BRYANT,15137,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Male,DACHSHUND,BROWN,BROWNIE,15024,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Senior Lifetime Spayed Female,CAV KING CHAR SPANI,WHITE/BROWN,JORDAN BENDER,15215,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,AM PIT BULL TERRIER,WHITE/TAN,PRINCESS,15135,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,TAN,GUNNER,15084,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,MIXED,TAN,PETEY,15239,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,BOXER,BRINDLE,KAIJA,15071,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,MALTESE,WHITE,LILY,15106,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,MALTESE,WHITE,ROSIE,15106,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,YORKSHIRE TERRIER,BLUE,MIA,15106,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,MIXED,BLACK,BREANNA,15090,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,MIXED,RED,BEAR,15090,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,MIXED,BLACK,GUINNESS,15235,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,MIXED,BLACK,PEPPER,15235,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,PARSON RUSSELL TERR,WHITE/BROWN,MAX,15235,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,ENGLISH MASTIFF,FAWN,SASHA OTT,15137,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,WHITE,PRINCESS,15137,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,WHITE,TIMBER,15235,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,MIXED,BLACK/BROWN,MIKA,15102,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,GER SHEPHERD,BLACK/BROWN,MORGAN,15090,2099,8/12/2023 12:42,8/12/2023 12:42
