license,breed,color,name,zip,expiry,created_at,updated_at
Dog Lifetime Spayed Female,PUG,APRICOT,SCOOTER,15129,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,GER SHORTHAIR POINT,BLACK/LIVER,PATCHES,15045,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,ROSE MARIE,15037,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,OTHER,BLACK/BROWN/TAN,MAX NIGHT HAWK,15239,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Senior Lifetime Neutered Male,POODLE STANDARD,BLACK,PETEY,15227,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,GER SHEPHERD MIX,BLACK/BROWN,ROCKY,15084,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,BLONDE,MAEBELLE,15122,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Senior Lifetime Spayed Female,LHASA APSO,BROWN,ABBY,15120,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Female,ENG SETTER,SPOTTED,PRINCESS MARGARET,15101,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,BORD COLLIE,WHITE/BLACK,BUDDY,15237,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Senior Lifetime Spayed Female,GER SHEPHERD,BLACK/TAN,PRECIUOS,15051,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,BOXER,BRINDLE,TESSA,15202,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Senior Lifetime Spayed Female,W HGHLND WH TERRIER,WHITE/BLACK,LUCY,15147,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,WELSH CORGI CARDIGA,WHITE/RED,KIRBY,15024,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Senior Lifetime Female,BISHON FRISE MIX,BLACK,MEGAN,15238,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,BAILEY,15044,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,MALTESE,WHITE,PRINCE,15139,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,BEAGLE MIX,BLACK,CHLOE,15237,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,COCKER SPANIEL,WHITE/BLACK,MISS ZU ZU,15120,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,COCKER SPANIEL,BROWN,MISS LYLAK LYNN,15120,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,BOXER,FAWN,ANGEL,15135,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Out of County Transfer - Lifetime,MIXED,BLACK/TAN,WULFGAR,15044,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Male,GOLDEN RETRIEVER,BLONDE,JAKE,15237,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,AUS SHEPHERD,MULTI,CHASE,15218,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,SHIH TZU,WHITE/BLACK/BROWN,LUCY,15116,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,MIXED,WHITE/BLACK,T J,15144,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Senior Lifetime Spayed Female,BICHON FRISE,WHITE,BUTTONS,15102,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,CHIHUAHUA,MULTI,CHICA,15112,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,AM PITT BULL MIX,WHITE/BLACK,TEMPLETON,15235,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,MIXED,MULTI,RU,15090,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,CASSIE,15025,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,SHETLAND SHEEPDOG,WHITE/BLACK/BROWN,TAZZ,15235,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,AM PITT BULL MIX,WHITE,HOLLY,15044,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,PARSON RUSSELL TERR,WHITE/BROWN,MAX,15227,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,AM ESKIMO DOG,WHITE,CASPER,15132,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,BEAGLE MIX,WHITE/BLACK,DIAMOND,15024,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Senior Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,HOLLY,15241,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Senior Lifetime Neutered Male,COCKAPOO,BEIGE,FIN,15137,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,COCKAPOO,SPOTTED,NITTANY,15106,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,SHIH TZU,TAN,MOLLY,15137,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,COLLIE MIX,BRINDLE,LEXI,15120,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,DIESEL,15018,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Senior Lifetime Neutered Male,GER SHEPHERD,BLACK/BROWN,NIKKO,15037,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,PARSON RUSSELL TERR,WHITE/BLACK,BANDIT,15044,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Female,AM PIT BULL TERRIER,BRINDLE,TIVA,15065,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Out of County Transfer - Lifetime,LABRADOR RETRIEVER,BLACK,CASEY,15136,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,SHIH TZU,WHITE/BLACK,RUBY JOE,15131,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,SCHNAUZER STANDARD,SALT/PEPPER,BRUTUS,15227,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,SCHNAUZER MIN,BLACK,MOLLY,15220,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Male,BOXER,FAWN,FLINT,15065,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,BICHON FRISE,WHITE,NEMO,15237,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,PARSON RUSSELL TERR,WHITE/BROWN,JETHRO,15122,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,TAG,BROWN,GORDIE,15102,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,DACHSHUND,RED,RILEY,15065,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Senior Lifetime Neutered Male,POODLE MIX,WHITE/BLACK,LOUIE,15046,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,HAVANESE,WHITE/BLACK,OREO,15205,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Male,SHETLAND SHEEPDOG,SPOTTED,MOUNTIE,15126,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Duplicate,GER SHEPHERD MIX,BLACK/TAN,VENUS,15146,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,ROTTWEILER,BLACK/BROWN,TEREX,15037,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Senior Lifetime Spayed Female,MALTESE,WHITE,ANGEL,15227,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,BEAGLE MIX,SPOTTED,MAGGIE,15108,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,MIXED,BLACK/TAN/WHITE,MOLLY,15106,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,BROWN,KERNEL,15237,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,COLLIE MIX,BROWN,MOCHA,15221,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,ALAS MALAMUTE,WHITE/BLACK/BROWN,MISHA,15236,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,PUG,FAWN,PEBBLES POWELL,15229,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,OTHER,WHITE/BROWN,TEA,15237,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,LAB MIX,WHITE/BROWN,ARCHIE,15147,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,LAB MIX,BLACK,DARCY,15147,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,MIXED,BLACK/TAN,BOONE,15122,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,MIXED,WHITE,NIKKO,15101,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,LAB MIX,WHITE/BLACK,GRACIE,15017,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Out of County Transfer - Lifetime,PUG,BLACK,OLIVER,15044,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,RICKNE,15237,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,ROTTWEILER MIX,BLACK/BROWN/TAN,DOZER,15137,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,BLONDE,COOPER,15238,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,LAB MIX,YELLOW,ANGEL,15239,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,AM PITT BULL MIX,TAN,HOPE,15024,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,SHIH TZU,BROWN,BANJO,15037,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Male,VIZSLA,BROWN,COOPER,15101,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Senior Lifetime Spayed Female,PUG,,REGINA,15216,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,GER SHEPHERD,BLACK/BROWN,APOLLO,15132,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,SCHNAUZER MIN,SALT/PEPPER,VON,15139,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,SCHNAUZER STANDARD,SALT/PEPPER,SAYDE,15116,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,BLAZE FULLER GIRAND,15144,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,TERRIER MIX,BLACK/TAN,BUSTER,15146,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,DOGUE DE BORDEAUX,RED,MIA,15239,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,AM PIT BULL TERRIER,BRINDLE,ROSIE,15132,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,MIXED,BRINDLE,ABBY,15214,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,DACHSHUND MIX,BLACK/BROWN,KAYCE ANNE,15239,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,BOXER MIX,BLACK/BROWN,CASHIUS,15132,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,BICHON FRISE,WHITE,LUKE,15116,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,PUG,BROWN,LUCY,15236,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,MALTESE,WHITE,SMENKARF COTTON BISHOP,15237,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Male,GOLDEN RETRIEVER,GOLD,TITAN,15102,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,LAB MIX,BLACK,LACEY,15131,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,BOSTON TERRIER,WHITE/BLACK,KYLIE,15220,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,TERRIER MIX,WHITE/BLACK,NELLIE,15239,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,COCKER SPANIEL,BUFF,BEN,15108,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,COCKER SPANIEL,BUFF,HENRY,15108,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Female,LABRADOR RETRIEVER,YELLOW,LIZZIE,15215,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,GER SHEPHERD,BLACK/BROWN,MAGGIE,15215,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Senior Lifetime Spayed Female,BORD COLLIE MIX,WHITE/BLACK,DAISY,15236,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,MIXED,BROWN,SCOOBY,15237,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,MIXED,BROWN,MAX,15108,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,POODLE MIX,WHITE/BLACK,COBY,15243,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,MIXED,WHITE/BLACK,PEPPER,15044,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,RAT TERRIER,WHITE/BROWN,ANGEL,15084,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,GER SHEPHERD,BLACK/BROWN,SABLE,15102,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,BEAGLE MIX,WHITE/BLACK,WINNIE,15025,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,BOSTON TERRIER,WHITE/BLACK,OTTIS,15229,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,BICHON FRISE,WHITE,MADISON,15102,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,GER SHEPHERD MIX,BLACK/BROWN,ARCHIE,15024,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,ENG SETTER,MULTI,SAMMY,15063,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,CAIRN TERRIER,BLONDE,DUNCAN,15140,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Senior Lifetime Spayed Female,ALAS MALAMUTE,WHITE/BROWN,ROXIE,15235,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,AIREDALE TERRIER,BLACK/TAN,SULLIVAN,15101,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,BOXER,WHITE,BUSTER,15044,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BROWN,TESSA,15110,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,POODLE STANDARD,WHITE,LOUIE,15236,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,POODLE STANDARD,BLUE,ELSA,15202,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,SIB HUSKY,WHITE/BLACK,ZEUS MANSE,15237,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,ROTTWEILER,BLACK/BROWN,JUPITER,15228,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Senior Lifetime Neutered Male,MIXED,BLACK/BROWN,ANDY,15227,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,COLLIE,SABLE/WHITE,MARCO,15005,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,COLLIE,SABLE/WHITE,ROXY,15005,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Female,LLEWELLIN SETTER,SPOTTED,SAYDE,15146,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,FLETCHER,15236,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Senior Lifetime Neutered Male,SHIH TZU,WHITE/BLACK/BROWN,SIDNEY,15136,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,LABRADOODLE,BROWN,QUINCY,15024,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,SHIH TZU,WHITE/BLACK/BROWN,HANNA,15237,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,BORD COLLIE MIX,WHITE/BLACK,MOLLY,15223,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,ENG BULLDOG,BRINDLE,DUKE,15101,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,CHOW CHOW MIX,BROWN,SAKI,15146,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,BOXER,FAWN,PRINCESS LEIA,15236,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,SHETLAND SHEEPDOG,SABLE,WALLY,15209,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,BROWN,CASSIE,15146,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Senior Lifetime Spayed Female,CAIRN TERRIER,WHEATON,SUKI,15218,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,BOSTON TERRIER,WHITE/BLACK,MOLLY,15090,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,BASENJI,MULTI,RIO PILOT,15229,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,OTHER,WHITE/BLACK,LITTLE,15018,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,BULLMASTIFF,FAWN,IKE,15045,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,BASSET HOUND,WHITE/RED,STEVIE,15202,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,BASENJI,WHITE/RED,BISCUIT,15229,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Senior Lifetime Female,PUG,BLACK,OLIVE,15243,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Male,COCKER SPANIEL,BLACK,CALVIN,15214,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,ST BERNARD,WHITE/BLACK/BROWN,HARLEY,15147,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,MALTESE,WHITE,HOBBES,15143,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,SCOTTISH TERRIER,BLACK,KIRKLEY,15076,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,SHIH TZU,WHITE/TAN,HARLEY,15235,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Senior Lifetime Spayed Female,SHIH TZU MIX,WHITE,MAGGIE MAE,15140,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,CAV KING CHAR SPANI,OTHER,WILLIE,15025,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,DACHSHUND,,BANDIT,15145,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,SCHNAUZER MIN,SALT/PEPPER,IZABELLA,15037,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,SADIE,15229,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,DACHSHUND,BLACK/BROWN,PUNKIN ROSIE,15237,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Senior Lifetime Spayed Female,MIXED,WHITE/YELLOW,CUPCAKE (C.C.),15131,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Senior Lifetime Spayed Female,SCOTTISH TERRIER,BLACK,TWINK,15137,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,SHETLAND SHEEP MIX,WHITE/BLACK/BROWN,BO,15037,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Duplicate,MIN PINSCHER,BLACK/BROWN,CINNAMON,15146,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Senior Lifetime Spayed Female,GOLDENDOODLE,GOLD,BRANDI,15090,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,COCKER SPANIEL,WHITE/BLACK,MADISON,15214,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,COCKER SPANIEL,WHITE/BLACK/BROWN,TOMMY GIRL,15214,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Senior Lifetime Neutered Male,MIXED,BLACK/BROWN,CHIPPER,15146,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,MIXED,GOLD,REESE,15084,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,SHETLAND SHEEPDOG,BLACK/FAWN,SASSIE PRINCESS,15227,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Duplicate,LABRADOR RETRIEVER,YELLOW,SASHA,15146,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Duplicate,LABRADOR RETRIEVER,YELLOW,BELLA,15332,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,DACHSHUND,WHITE/TAN,KIKI,15132,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,BROWN,DAPHINE,15143,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,ROTTWEILER,BLACK,KYMBA,15037,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Male,COTON DE TULEAR,SPOTTED,TONTO,15221,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Male,COCKER SPANIEL,WHITE/BLACK/BROWN,RALPH,15214,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,VIZSLA,RED,CLEMENTINE,15236,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Senior Lifetime Spayed Female,BEAGLE MIX,TAN,ELLIE,15034,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,GER SHEPHERD,BLACK/CREAM,MAX,15101,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,GER SHEPHERD,TAN,PRECIOUS,15147,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,DACHSHUND,WHITE/TAN,BAMBINO,15136,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,BEAGLE,WHITE/BLACK/BROWN,CASEY,15205,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,PEKINGESE,BLACK/BROWN,NECO,15235,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,BOXER,WHITE/FAWN,TYSON,15025,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Senior Lifetime Male,BOSTON TERRIER,WHITE/BLACK,BRUNO,15131,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,BORD COLLIE,WHITE/BLACK,OREO,15236,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,GOLDENDOODLE,GOLD,CHLOE,15146,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Senior Lifetime Spayed Female,DACHSHUND,RED,LADY,15037,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,MANCHESTER TERRIER,BLACK/TAN,MOTO,15144,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,LAB MIX,BLACK,LAYLA,15147,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,TAG,WHITE/BLACK/BROWN,DELILA GRACE,15122,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,SCHNAUZER GIANT,BLACK,CORKY,15068,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,SHIH TZU,WHITE/BLACK,MOLLY,15044,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,AUS SHEPHERD,BRINDLE,MISCHA,15122,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BROWN,LUKE,15235,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,SHIH TZU MIX,WHITE/BLACK,HERO,15147,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,MIXED,BLACK,DUKE,15132,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Senior Lifetime Neutered Male,MIXED,BLACK,DUKE,15132,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,GER SHEPHERD MIX,BLACK,MARTIN,15024,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,ENG SETTER,WHITE,SCOTCH,15020,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,VIZSLA,RED,HOGAN,15147,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,SADIE,15239,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,SFT COAT WHEAT TERR,WHEATON,OLIVER,15221,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,COLLIE,WHITE/BROWN,TARA,15228,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,GER SHEPHERD MIX,BLACK/BROWN,MOLLY,15122,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,COLLIE MIX,BLACK/TAN,SADIE,15110,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Senior Lifetime Neutered Male,POMERANIAN,BLACK,TYLER,15236,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,SIB HUSKY MIX,WHITE,KAILANI,15145,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,SHIH TZU,WHITE/BLACK/BROWN,MATTHEW,15202,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Spayed Female,BEAGLE,WHITE/BLACK/BROWN,BONDI,15120,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,BEAGLE,WHITE/BLACK/BROWN,BINGO,15209,2099,8/12/2023 12:42,8/12/2023 12:42
Dog Lifetime Neutered Male,SFT COAT WHEAT TERR,BROWN,TOBY,15236,2099,8/12/2023 12:42,8/12/2023 12:42
